Import Date,PO Number,Item Name,Brand Name,Size,Order Qty
,,,,,
3/30/2022,Sample FRVN220330-1=>6/MCS/TEST SS23,Eyestay Zenchill XXII #59701-ET,,5-6,25
3/30/2022,Sample FRVN220330-1=>6/MCS/TEST SS23,Eyestay Zenchill XXII #59701-ET,,5-6,25
3/30/2022,Sample FRVN220330-1=>6/MCS/TEST SS23,Eyestay Zenchill XXII #59701-ET,,8-9,25
3/30/2022,Sample FRVN220330-1=>6/MCS/TEST SS23,Eyestay Zenchill XXII #59701-ET,,5-6,25
3/30/2022,Sample FRVN220330-1=>6/MCS/TEST SS23,Eyestay Zenchill XXII #59701-ET,,8-9,50
3/30/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 05091,Adidas,No.4(9.5-11),5
3/30/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 05091,Adidas,No.3(7.5-9),5
3/30/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 08502,Adidas,No.1(3.5-6.5),5
3/30/2022,Sample ENR2203300001,NB CR M/W574,NB,M:4-8.5/W:5.5-10,7
3/30/2022,Sample ENR2203300002 ( Giao kho PT),NB CR M/W574,NB,M:9-11.5/W:10.5-13,1
3/30/2022,Sample ENR2203300002 ( Giao kho PT),NB CR M/W574,NB,M:12-18/W:13.5-19,1
3/30/2022,Sample ENR2203300002 ( Giao kho PT),NB CR M/W574,NB,M:4-8.5/W:5.5-10,1
3/30/2022,Sample VDM20220311-52-59,Outsole AB80v1,NB,10-10.5,3
3/30/2022,SAMPLE: VDM_2022/01/28,Outsole Future FG-AG #FB1118,Puma,6,10
3/30/2022,FMVN-22012204-14+FMVN-22021902-11,Outsole Future MG Jr #FB1096,Puma,3-3.5,30
3/30/2022,SAMPLE: PUMA_2022/03/30,Outsole FW20 Puma Future 2.0 #FB1064,Puma,10,2
3/30/2022,SAMPLE: PUMA_2022/03/30,Outsole FW20 Puma Future 2.0 #FB1064,Puma,8,2
3/30/2022,SAMPLE: PUMA_2022/03/30,Outsole FW20 Puma Future 2.0 #FB1064,Puma,13,2
3/30/2022,SAMPLE: PUMA_2022/03/30,Outsole FW20 Puma Future 2.0 #FB1064,Puma,6,2
3/30/2022,SAMPLE: FMVN-22021001,Outsole Ultra FG #FB1106 P4,Puma,8-8.5,5
3/30/2022,C-YY2DB-220329-807/PM220325-021U=>030C,Plate Velosamba #AD-45015,Adidas,8.5-9,40
3/30/2022,Sample ENR2202160005,Shank BB2WXYV3,NB,9.5-12,13
3/30/2022,Sample ENR2202160005,TPU BB2WXYV3,NB,12.5-13.5,13
3/30/2022,DEV REQUEST,TPU Lateral & Medial #BBKLV3,NB,11.5-13,10
3/30/2022,DEV REQUEST,TPU Lateral & Medial #BBKLV3,NB,13.5-15,10
3/29/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 05091,Adidas,No.4(9.5-11),5
3/29/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 05091,Adidas,No.3(7.5-9),5
3/29/2022,Sample DEV CUONG Order_ HC for SPG_220328,Heel Counter 08502,Adidas,No.1(3.5-6.5),5
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel counter 19449,Adidas,No.2(6.5-9),10
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel counter 19449,Adidas,No.1(3.5-6),10
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel Counter 2126,Adidas,No.3(8-10),10
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel Counter 2126,Adidas,No.2(5.5-7.5),10
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel Counter 2135,Adidas,No.3(8-10),10
3/29/2022,Sample DEV CUONG Order_ HC for HSV_220326,Heel Counter 2135,Adidas,No.2(5.5-7.5),10
3/29/2022,SAMPLE: 20220323,Heel Counter TS030,Puma,No.4(7.5-8.5),50
3/29/2022,SAMPLE: VDM_2022/03/29,Outsole #FB1079,Puma,8,10
3/29/2022,Sample 8000031752/D-RON10034 MCS SS23,Outsole Agility SG#42663,Adidas,8.5,12
3/29/2022,Sample 8000031752/D-RON00035 MCS SS23,Outsole Agility SG#42663,Adidas,8.5,12
3/29/2022,Sample 8000023805/D-RON60007 CR1 FW23,Outsole Agility SG#42663,Adidas,8.5,12
3/29/2022,Sample 8000025378/DEV-ROS1341 PAO SS22,Outsole Agility SG#42663,Adidas,7,2
3/29/2022,Sample BAS21120046T; 47T;48T,Outsole ELMN8 V7 #40533,Brooks,6-6.5,1
3/29/2022,Sample BAS21120046T; 47T;48T,Outsole ELMN8 V7 #40533,Brooks,10-10.5,1
3/29/2022,SAMPLE: VDM_2022/03/29,Outsole Future MG #FB1095,Puma,8-8.5,4
3/29/2022,SAMPLE: VDM_2022/03/29,Outsole Future MG #FB1095,Puma,8-8.5,4
3/29/2022,SAMPLE: VDM_2022/03/29,Outsole Future MG #FB1095,Puma,8-8.5,4
3/29/2022,SAMPLE: VDM_2022/03/29,Outsole Future MG #FB1095,Puma,8-8.5,4
3/29/2022,Sample BAS21120046T; 47T;48T,Outsole Wire 8 #40534,Brooks,13,1
3/29/2022,Sample BAS21120046T; 47T;48T,Outsole Wire 8 #40534,Brooks,5-5.5,1
3/29/2022,DEV REQUEST,Shank Propelv4 #PROPELV4,NB,M:6.5-7.5/W:8-9,10
3/29/2022,DEV REQUEST,Shank Propelv4 #PROPELV4,NB,M:11-12,10
3/29/2022,V-PYV172-220314-001/D32203090186,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,8-9,2
3/29/2022,V-PYV172-220314-001/D32203090186,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,11-12,1
3/29/2022,V-PYV172-220314-001/D32203090186,Torsion Bar Solar boost Glide ST #AD-32573,Adidas,9.5-10.5,3
3/29/2022,Sample DEV THAO 20220329/Material Trials Inline  S,Torsion Bar Solar Prime #AD-44000,Adidas,8-9,15
3/28/2022,Sample 88000031475/DEV-LHC009 MCS SS23,Heel Counter 21005,Adidas,No.3(5-6),200
3/28/2022,A-FRA220326,Heelcap Ultra 4D #AD30832,Adidas,8-9,18
3/28/2022,A-FRA220326,Heelcap Ultra 4D #AD30832,Adidas,8-9,12
3/28/2022,A-FRA220326,Heelcap Ultra 4D #AD30832,Adidas,8-9,10
3/28/2022,Sample ENR2203280002,Insole Board JV8-0665 LH-2,NB,9.5-10,7
3/28/2022,Sample ENR2203280002,Insole Board JV8-0665 LH-2,NB,7.5-8,3
3/28/2022,Sample ENR2203280002,Insole Board JV8-0665 LH-2,NB,10.5-11,1
3/28/2022,A-FRA220326,Midsole Shift #61086,Adidas,8.5,5
3/28/2022,A-FRA220326,Midsole Shift #61086,Adidas,5.5,5
3/28/2022,A-FRA220326,Midsole Shift #61086,Adidas,8.5,5
3/28/2022,A-FRA220326,Midsole Shift #61086,Adidas,5.5,5
3/28/2022,Sample ENR2203280001,NB CR M/W574,NB,M:9-11.5/W:10.5-13,4
3/28/2022,Sample ENR2203280001,NB CR M/W574,NB,M:9-11.5/W:10.5-13,8
3/28/2022,Sample 8000031333/D-RON10030 SMS SS23,Outsole Agility SG#42663,Adidas,8.5,6
3/28/2022,Sample 8000031333/D-RON00035 SMS SS23,Outsole Agility SG#42663,Adidas,8.5,8
3/28/2022,Sample 8000031333/D-RON00036 SMS SS23,Outsole Agility SG#42663,Adidas,8.5,12
3/28/2022,Sample ENR2203280002,Outsole Furon 6 FG #PFG002,NB,9.5-10,7
3/28/2022,Sample ENR2203280002,Outsole Furon 6 FG #PFG002,NB,7.5-8,3
3/28/2022,Sample ENR2203280002,Outsole Furon 6 FG #PFG002,NB,10.5-11,1
3/28/2022,SAMPLE: 20220325,Outsole Future MG #FB1095,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220325,Outsole Future MG #FB1095,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220325,Outsole Future MG #FB1095,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220325,Outsole Future MG #FB1095,Puma,8-8.5,20
3/28/2022,YXLB220323001,Outsole Future MG #FB1095,Puma,8-8.5,8
3/28/2022,Sample ENR2106030004,Outsole Tekela V2 FG #PFG001,NB,9.5-10,8
3/28/2022,Sample ENR2106030004,Outsole Tekela V2 FG #PFG001,NB,7.5-8,2
3/28/2022,Sample ENR2106030004,Outsole Tekela V2 FG #PFG001,NB,11.5-12,2
3/28/2022,Sample ENR2106030004,Outsole Tekela V2 FG #PFG001,NB,10.5-11,4
3/28/2022,Sample ENR2106030004,Outsole Tekela V2 FG #PFG001,NB,8.5-9,8
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,9.5-10,3
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,7.5-8,1
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,11.5-12,2
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,10.5-11,2
3/28/2022,Sample ENR2106030005,Outsole Tekela V2 SG #PSG001,NB,8.5-9,3
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,SAMPLE: 20220322,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,20
3/28/2022,A-FRA220326,Panel EQ19 RUN #55178,Adidas,8-8.5,2
3/28/2022,A-FRA220326,Panel EQ19 RUN #55178,Adidas,8-8.5,2
3/28/2022,Claim sample FRVN220217-1=>4 (Urgent) /MCS FW22,Panel EQ19 RUN #55178,Adidas,5-5.5,25
3/28/2022,Claim sample FRVN220217-1=>4 (Urgent) /MCS FW22,Panel EQ19 RUN #55178,Adidas,5-5.5,25
3/28/2022,A-FRA220326,PANEL ULTRA 4D #AD30832,Adidas,8-9,18
3/28/2022,A-FRA220326,PANEL ULTRA 4D #AD30832,Adidas,8-9,10
3/28/2022,A-FRA220326,PANEL ULTRA 4D #AD30832,Adidas,8-9,12
3/28/2022,Sample EGR2203280001 ( URGENT),Shank Hyperion Rocket,Brooks,9-9.5,10
3/28/2022,A-FRA220326,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,7
3/28/2022,A-FRA220326,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,3
3/28/2022,A-FRA220326,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5
3/26/2022,A-FRA220323+0325,Eyestay Zenchill XXII #59701-ET,,8-9,15
3/26/2022,Sample ENR2203110004 ( claim),Heel counter C 8-0114-M/W,NB,No.6(13-15),50
3/26/2022,A-FRA220323+0325,Heelcap Zenchill XXII #59701-HT,Adidas,8-9,15
3/26/2022,C-YY2SF -220224-009,Insole Board X20 FG #11046,Adidas,8.5,9
3/26/2022,C-YY2SF -220224-009,Insole Board X20 FG #11046,Adidas,11.5,1
3/26/2022,C-YY2SF -220224-009,Insole Board X20 FG #11046,Adidas,8,7
3/26/2022,C-YY2SF -220224-004,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,3
3/26/2022,B3ZX22030784(C-YY2DB-220325-821)/CM220223-005U,Plate Velosamba #AD-45015,Adidas,8.5-9,9
3/26/2022,B3ZX22030743(C-YY2DB-220324-818),Plate Velosamba #AD-45015,Adidas,8.5-9,13
3/26/2022,B3ZX22030743(C-YY2DB-220324-818),Torsion Bar Adizero Adios 5 #AD-07213,Adidas,8-9,5
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,15
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,33
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,15
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,5
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,8-9,5
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,5
3/26/2022,A-FRA220323+0325,Torsion Bar Hiit Quick Burn ADV trainer #61698-TB,,5-6,33
3/25/2022,Sample FRVN220325-1/SMS/MCS SS23,Eyestay Zenchill XXII #59701-ET,,8-9,55
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,Sample GFRVN220325P136018-NB/GFRVN220325P136019-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,15
3/25/2022,sample ENR2202190025/ENR2202190022 ( rv 04 march),Outsole Furon 6 FG #PFG002,NB,9.5-10,6
3/25/2022,Sample ENR2202170017 ( Giao kho PT) ( urgent),Outsole Furon 6 FG #PFG002,NB,9.5-10,5
3/25/2022,Sample ENR2202170017 ( Giao kho PT) ( urgent),Outsole Furon 6 FG #PFG002,NB,7.5-8,5
3/25/2022,Sample ENR2202170017 ( Giao kho PT) ( urgent),Outsole Furon 6 FG #PFG002,NB,11.5-12,5
3/25/2022,Sample ENR2202170017 ( Giao kho PT) ( urgent),Outsole Furon 6 FG #PFG002,NB,10.5-11,5
3/25/2022,Sample ENR2202170017 ( Giao kho PT) ( urgent),Outsole Furon 6 FG #PFG002,NB,8.5-9,10
3/25/2022,VDM_2022/03/21,Outsole FW20 Puma Future 2.0 #FB1064,Puma,5,10
3/25/2022,Sample 8000031247/D-ROS70066 SMS SS23,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,4
3/25/2022,Sample 8000031247/D-ROS20177 SMS SS23,Outsole Generic NMZ/X P2/P3 MG Jr #21316,Adidas,3-3.5,5
3/25/2022,Sample 6000044848/GW1996/MCS SS22,Outsole Originals Stan Smith Loop #AD-56914,Adidas,8.5,8
3/25/2022,Sample 6000044278/HQ3961/FGT FW22,Outsole Originals Stan Smith Loop #AD-56914,Adidas,8.5,25
3/25/2022,FMVN-22012205,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,10
3/25/2022,FMVN-22012205,Outsole Ultra FG #FB1106 P3,Puma,8-8.5,10
3/25/2022,FMVN-22012205,Outsole Ultra FG #FB1106 P4,Puma,6-6.5,25
3/25/2022,A-FRA220111-P2,PANEL ULTRA 4D #AD30832,Adidas,8-9,15
3/25/2022,SAMPLE: FRAVNB220017+20,Shank Answer IV R1116D,Reebok,M:8.5-9,10
3/25/2022,SAMPLE: FRAVNB220017+20,Shank Answer IV R1116D,Reebok,M:8.5-9,10
3/25/2022,SAMPLE: FRAVNB220017+20,Shank Answer IV R1116D,Reebok,M:8.5-9,22
3/25/2022,DEV REQUEST,Test Plates NB,NB,non size,10
3/25/2022,DEV REQUEST,Test Plates NB,NB,non size,10
3/25/2022,DEV REQUEST,Test Plates NB,NB,non size,10
3/25/2022,DEV REQUEST,Test Plates NB,NB,non size,10
3/25/2022,DEV REQUEST,Test Plates NB,NB,non size,10
3/25/2022,Sample 6000044275/HQ1015/LKS SS23,Torsion Bar #AF0207M,Adidas,8-9,6
3/25/2022,SAMPLE: FRAVNB220017+20,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10
3/25/2022,SAMPLE: FRAVNB220017+20,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10
3/25/2022,SAMPLE: FRAVNB220017+20,TPU Shank Base Line 1.0 #50062001,Reebok,M:8-9(W:9.5-10.5),10
3/24/2022,Sample ENR2202230022/ ENR2203110003( Free of charg,Heel counter #CTJSV1,NB,M:7.5-9/W:9-10.5,27
3/24/2022,SAMPLE: FRAVNU220009,Heel Counter A1004,Adidas,No.2(8-9),400
3/24/2022,Sample AOS-FRVN-220324-01/CS1 SS23,Heel Counter A1006,Adidas,No.1(3-4.5),200
3/24/2022,Sample AOS-FRVN-220324-01/CS1 SS23,Heel Counter A1006,Adidas,No.4(8-9),200
3/24/2022,SAMPLE 20220324,Heel counter C 8-0114-M/W,NB,No.2(5.5-7),10
3/24/2022,SAMPLE 20220324,Heel counter C 8-0114-M/W,NB,No.4(9.5-11),10
3/24/2022,DEV-TAI-2022-03-24,Heelcap Ultra 4D #AD30832,Adidas,8-9,20
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,9.5-10,2
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,13.5-14,2
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,7.5-8,2
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,6.5-7,2
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,12.5-13,2
3/24/2022,Sample ENR2203240003/ENR2203240005,Insole Board JV8-0425-1,NB,8.5-9,2
3/24/2022,Sample ENR2203240006,Insole Board JV8-0665 LH-2,NB,9.5-10,10
3/24/2022,B3ZX22030671(C-YY2DB-220322-813)/CS211117-011M=>DS,Insole Board X20 FG #11046,Adidas,8.5,79
3/24/2022,B40X22030010(C-YY2DC-220308-801)/DT220304-004N+005,Insole Board X20 FG #11046,Adidas,8.5,127
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,4,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,8,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,10,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,10.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,8.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,5.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,13,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,9.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,12.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,6,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,7,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,11.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,6.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,9,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,12,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,8.5,10
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,4.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,11,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,7.5,1
3/24/2022,DS220308-005L(C-YY2DB-220310-822),Insole Board X20 FG #11046,Adidas,3.5,1
3/24/2022,C-YY2DA -220305-039,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42
3/24/2022,C-YY2DA -220305-039,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42
3/24/2022,C-YY2DA -220305-039,Midsole Blades Adizero SUB 2 #AD-53755,Adidas,8-9,42
3/24/2022,Sample GFRVN220324P136017-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12
3/24/2022,Sample GFRVN220324P136017-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12
3/24/2022,Sample GFRVN220324P136017-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12
3/24/2022,Sample GFRVN220324P136017-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12
3/24/2022,Sample GFRVN220324P136017-NB,NB CR M/W574,NB,M:4-8.5/W:5.5-10,12
3/24/2022,Sample NSDO2200097,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,3
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,11
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,17
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,18
3/24/2022,Sample NSDO2200083/SMS SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,10
3/24/2022,Sample NSDO2200083/SMS SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,10
3/24/2022,Sample NSDO2200074/CS1 SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,34
3/24/2022,Sample ENR2203240002,Outsole AG02 #NSM-AG02,NB,6.5-7,4
3/24/2022,Sample ENR2203240002,Outsole AG02 #NSM-AG02,NB,12.5-13,4
3/24/2022,Sample ENR2203240002,Outsole AG02 #NSM-AG02,NB,8.5-9,4
3/24/2022,Sample 8000031020/DEV-ROS2296 MCS SS23,Outsole Agility SG#42663,Adidas,8.5,22
3/24/2022,Sample ENR2203240007,Outsole Furon 6 FG #PFG002,NB,9.5-10,10
3/24/2022,C-YY2DA -220307-011,Outsole Olympic Plate #AD-06636,,8-8.5,33
3/24/2022,C-YY2DA -220307-011,Outsole Olympic Plate #AD-06636,,8-8.5,9
3/24/2022,C-YY2SF -220314-006,Outsole Olympic Plate #AD-06636,,8-8.5,8
3/24/2022,C-YY2SF -220314-006,Outsole Olympic Plate #AD-06636,,8-8.5,3
3/24/2022,C-YY2SF -220314-006,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,2
3/24/2022,C-YY2SF -220314-006,Outsole Plate Sprint Star #AD-39902,Adidas,8-8.5,3
3/24/2022,Sample ENR2203240008,Outsole Tekela 4 FG #PFG004,NB,9.5-10,10
3/24/2022,Sample NSDO2200061/CS1 SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,5
3/24/2022,Sample NSDO2200061/CS1 SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,5
3/24/2022,Sample NSDO2200083/SMS SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,10
3/24/2022,Sample NSDO2200083/SMS SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,10
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,11
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,17
3/24/2022,Sample NSDO2200085/SMS SS23,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,18
3/24/2022,Sample NSDO2200097,Outsole  Adipower 3 Boost Spine #AD-41629,Adidas,8.5,3
3/24/2022,DEV-TAI-2022-03-24,PANEL ULTRA 4D #AD30832,Adidas,9.5-10.5,20
3/24/2022,DEV REQUEST,Shank BB2WXYV3,NB,9.5-12,10
3/24/2022,B3ZX22030585(C-YY2DB-220318-821)/AA220318-024X+025,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1
3/24/2022,B3ZX22030585(C-YY2DB-220318-821)/AA220318-024X+025,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1
3/24/2022,B3ZX22030585(C-YY2DB-220318-821)/AA220318-024X+025,Torsion Bar (Rod) AVANTI 25 #AD-56677,Adidas,8.5-9.5,1
3/24/2022,B3ZX22030669(C-YY2DB-220322-811)/DA220321-018I=>02,Torsion Bar Adizero Pro V2 #AD-52582,Adidas,8.5-9,8
3/23/2022,Sample FRAMAS-SS23-0323-FIT WEAR-AD/Fit Wear SS23,Banadage MTBR Adilette #61679,Adidas,9,22
3/23/2022,Sample FRAMAS-SS23-0322-THU KEO-AD/SS23,Banadage MTBR Adilette #61679,Adidas,9,10
3/23/2022,Sample DEV QUYNH20220322/Material Trials SS23,Banadage MTBR Adilette #61679,Adidas,9,40
3/23/2022,Sample DEV QUYNH20220322/Material Trials SS23,Banadage MTBR Adilette #61679,Adidas,9,15
3/23/2022,Sample AOS-FRVN-220323-01/PROMO SS22,Heel Counter 61BAS,Adidas,No.3(9.5-12),400
3/23/2022,Sample NSDO2200060/CS1 SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,5
3/23/2022,Sample NSDO2200060/CS1 SS23,Outsole Adipower 3 Boost FF+RF #AD-41629,Adidas,8.5-9,5
3/23/2022,YIIY000112FC/C-YY2DA     -220305-039,Outsole Adizero LJ #AD-30569,Adidas,9-10,32
3/23/2022,VDM_2022/02/19,Outsole Future MG #FB1095,Puma,8-8.5,13
3/23/2022,Sample FRAMAS-SS23-0323-FIT WEAR-AD/Fit Wear SS23,Outsole MTBR Adilette #61681,Adidas,9,22
3/23/2022,Sample FRAMAS-SS23-0322-THU KEO-AD/SS23,Outsole MTBR Adilette #61681,Adidas,9,10
3/23/2022,Sample DEV QUYNH20220322/Material Trials SS23,Outsole MTBR Adilette #61681,Adidas,9,15
3/23/2022,Sample VDM20220322-62-36; 37,Outsole NB PL #4040V6,NB,M's:3T/W's:5,3
